TSS	Adf1_4_7mer	CrebA_2_7mer	brk_4_7mer	esg_7mer	h_1_7mer	h_2_7mer	h_3_7mer	hkb_7mer
FBgn0027835:chr2R:14300502:+	1	0	0	0	0	0	0	0
FBgn0027842:chr2R:6366073:-	1	0	0	0	0	0	0	0
FBgn0027844:chr2L:13803627:+	1	0	0	0	0	0	0	0
FBgn0027865:chr3R:21707162:-	1	0	0	0	0	0	0	0
FBgn0027932:chr2L:8419874:+	2	0	0	0	0	0	0	0
FBgn0027951:chr3R:1473632:-	1	0	0	0	0	0	0	0
FBgn0028341:chrX:9539938:-	1	0	0	0	0	0	0	0
FBgn0028341:chrX:9544790:-	1	0	0	0	0	0	0	0
FBgn0028371:chr2R:18624550:-	0	2	0	0	0	0	0	0
FBgn0028373:chr3R:24684915:-	1	0	0	0	0	0	0	0
FBgn0028381:chr3R:12327394:-	0	0	0	0	0	0	0	1
FBgn0028386:chr3R:16118987:+	2	0	0	0	0	0	0	0
FBgn0028386:chr3R:16118988:+	2	0	0	0	0	0	0	0
FBgn0028407:chr2R:7942593:+	0	0	0	0	0	0	0	1
FBgn0028408:chr2R:5182694:+	1	0	0	0	0	0	0	0
FBgn0028427:chr3L:21209994:+	0	2	0	0	0	0	0	0
FBgn0028428:chr2R:10166938:+	1	0	0	0	0	0	0	0
FBgn0028482:chr2L:4324573:+	0	0	0	0	0	0	0	1
FBgn0028490:chr2L:11526712:-	0	2	0	0	0	2	1	1
FBgn0028526:chr2L:14109304:-	0	2	0	0	0	0	0	0
FBgn0028527:chr2L:13665528:+	1	0	0	0	0	0	0	0
FBgn0028550:chrX:1168682:-	2	0	0	0	0	0	0	0
FBgn0028642:chr2R:2973819:+	1	0	0	0	0	0	0	0
FBgn0028644:chr2L:16000537:+	1	0	0	0	0	0	0	0
FBgn0028669:chr2R:14799219:-	0	0	0	0	0	0	0	1
FBgn0028689:chr2R:10639823:-	0	0	1	0	0	0	0	0
FBgn0028699:chr3L:4910386:+	1	0	0	0	0	0	0	0
FBgn0028734:chr3R:5934033:-	1	0	0	0	0	0	0	0
FBgn0028734:chr3R:5934945:-	4	0	0	0	0	0	0	0
FBgn0028734:chr3R:5935843:-	2	0	0	0	0	0	0	0
FBgn0028734:chr3R:5935844:-	2	0	0	0	0	0	0	0
FBgn0028789:chr3L:9034477:+	1	0	0	0	0	0	0	0
FBgn0028870:chr2L:14760767:+	0	0	0	0	0	0	0	1
FBgn0028953:chr2R:13345186:+	0	0	0	0	0	0	0	1
FBgn0029003:chrX:5907211:-	1	0	0	0	0	0	0	0
FBgn0029123:chr2L:8825625:+	1	0	0	0	0	0	0	0
FBgn0029170:chr3R:22874947:+	1	0	0	0	0	0	0	0
FBgn0029504:chrX:7590727:-	1	0	0	0	0	0	1	0
FBgn0029573:chrX:1263393:+	1	0	0	0	0	0	0	0
FBgn0029719:chrX:4548481:-	1	0	0	0	0	0	0	0
FBgn0029720:chrX:4560730:-	1	0	0	0	0	0	0	0
FBgn0029761:chrX:5259258:+	1	0	0	0	0	0	0	0
FBgn0029775:chrX:5488306:+	2	0	0	0	0	0	0	0
FBgn0029810:chrX:5686180:+	0	4	0	0	0	0	0	0
FBgn0029811:chrX:5698764:+	1	0	0	0	0	0	0	0
FBgn0029814:chrX:5712597:+	0	0	1	0	0	0	0	0
FBgn0029830:chrX:5860314:+	1	0	0	0	0	0	0	0
FBgn0029839:chrX:5975400:-	1	0	0	0	0	0	0	0
FBgn0029843:chrX:5987902:+	3	0	0	0	0	0	0	0
FBgn0029863:chrX:6198023:+	1	0	0	0	0	0	0	0
FBgn0029896:chrX:6634019:-	1	0	0	0	0	0	0	0
FBgn0029912:chrX:6738376:+	1	0	0	0	0	0	0	0
FBgn0029939:chrX:7087109:+	1	0	0	0	0	0	0	0
FBgn0029939:chrX:7120514:+	2	0	0	0	0	0	0	0
FBgn0029951:chrX:7468323:+	0	0	0	1	0	0	0	0
FBgn0029955:chrX:7609149:-	1	0	0	0	0	0	0	0
FBgn0029955:chrX:7611961:-	1	0	0	0	0	0	0	0
FBgn0029975:chrX:7802925:+	1	0	0	0	0	0	0	0
FBgn0029996:chrX:7986125:-	1	0	0	0	0	0	0	0
FBgn0029996:chrX:7986143:-	1	0	0	0	0	0	0	0
FBgn0030028:chrX:8165437:-	0	2	0	0	0	0	1	0
FBgn0030078:chrX:8965441:-	0	2	0	0	0	0	0	0
FBgn0030094:chrX:9047408:+	0	0	0	0	0	0	0	1
FBgn0030151:chrX:9674220:+	0	0	0	0	0	0	0	1
FBgn0030166:chrX:9864791:-	1	0	0	0	0	0	0	0
FBgn0030167:chrX:9874570:-	0	0	0	0	0	0	0	1
FBgn0030167:chrX:9874660:-	0	0	0	0	0	0	0	1
FBgn0030187:chrX:10126428:-	0	2	0	0	0	0	0	0
FBgn0030260:chrX:10957118:-	1	0	0	0	0	0	0	0
FBgn0030268:chrX:11030456:-	1	0	0	0	0	0	0	0
FBgn0030268:chrX:11030510:-	1	0	0	0	0	0	0	0
FBgn0030268:chrX:11030703:-	1	0	0	0	0	0	0	0
FBgn0030278:chrX:11076964:+	0	0	0	0	0	0	0	1
FBgn0030362:chrX:11909538:+	0	2	0	0	0	0	0	0
FBgn0030433:chrX:12801139:+	0	2	0	0	0	0	0	0
FBgn0030452:chrX:13025571:+	1	0	0	0	0	0	0	0
FBgn0030469:chrX:13198915:+	1	0	0	0	0	0	0	0
FBgn0030484:chrX:13298789:+	1	0	0	0	0	0	0	0
FBgn0030494:chrX:13437676:+	1	0	0	0	0	0	0	0
FBgn0030539:chrX:14068794:+	1	0	0	0	0	0	0	0
FBgn0030592:chrX:14790921:-	1	0	0	0	0	0	0	0
FBgn0030598:chrX:14817522:-	0	2	0	0	0	0	0	0
FBgn0030608:chrX:14970236:-	1	0	0	0	0	0	0	0
FBgn0030618:chrX:15072495:+	1	0	0	0	0	0	0	0
FBgn0030778:chrX:16590165:+	1	0	0	0	0	0	0	0
FBgn0030796:chrX:16705733:+	1	0	0	0	0	0	0	0
FBgn0030796:chrX:16710909:+	1	0	0	0	1	2	1	0
FBgn0030796:chrX:16710916:+	1	0	0	0	1	2	1	0
FBgn0030810:chrX:16909103:-	1	0	0	0	0	0	0	0
FBgn0030811:chrX:16916337:+	0	2	0	0	0	0	0	0
FBgn0030841:chrX:17346576:-	2	0	0	0	0	0	0	0
FBgn0030847:chrX:17480979:+	0	2	0	0	0	0	0	0
FBgn0030955:chrX:18669263:+	1	0	0	0	0	0	0	0
FBgn0030982:chrX:18977212:-	1	0	0	0	0	0	0	0
FBgn0030990:chrX:19073988:-	1	0	0	0	0	0	0	0
FBgn0030991:chrX:19074211:+	1	0	0	0	0	0	0	0
FBgn0030997:chrX:19095810:-	2	0	0	0	0	0	0	0
FBgn0031097:chrX:20110934:+	1	0	0	0	0	0	0	0
FBgn0031132:chrX:20693173:+	0	0	0	0	0	0	0	1
FBgn0031176:chrX:21273765:-	0	0	0	0	0	0	0	1
FBgn0031195:chrX:21917035:+	1	0	0	0	0	0	0	0
FBgn0031220:chr2L:121751:-	1	0	0	0	0	0	0	0
FBgn0031220:chr2L:121974:-	1	0	0	0	0	0	0	0
FBgn0031250:chr2L:357868:-	0	0	0	0	0	0	0	1
FBgn0031255:chr2L:423452:+	1	0	0	0	0	0	0	0
FBgn0031294:chr2L:1043225:-	2	0	0	0	0	0	0	0
FBgn0031298:chr2L:1080913:+	1	0	0	0	0	0	0	0
FBgn0031375:chr2L:1954519:-	2	0	0	0	0	0	0	0
FBgn0031408:chr2L:2236826:-	0	2	0	0	0	0	0	0
FBgn0031431:chr2L:2552844:-	0	0	0	0	0	0	0	1
FBgn0031461:chr2L:2808321:+	0	0	0	0	0	0	0	1
FBgn0031601:chr2L:4403255:+	1	0	0	0	0	0	0	0
FBgn0031636:chr2L:4839219:+	1	0	0	0	0	0	0	0
FBgn0031637:chr2L:4846764:-	1	0	0	0	0	0	0	0
FBgn0031637:chr2L:4847245:-	1	0	0	0	0	0	0	0
FBgn0031637:chr2L:4847292:-	1	0	0	0	0	0	0	0
FBgn0031645:chr2L:4892115:+	1	0	0	0	0	0	0	0
FBgn0031674:chr2L:5045398:+	0	2	0	0	0	0	0	0
FBgn0031738:chr2L:5800204:-	1	0	0	0	0	0	0	0
FBgn0031745:chr2L:5879481:-	0	0	0	1	0	0	0	0
FBgn0031753:chr2L:5956450:-	0	2	0	0	0	0	0	0
FBgn0031759:chr2L:5999483:-	1	0	0	0	0	0	0	0
FBgn0031769:chr2L:6050829:+	1	0	0	0	0	0	0	0
FBgn0031812:chr2L:6424337:+	1	0	0	0	0	0	0	0
FBgn0031835:chr2L:6601066:-	0	0	0	0	0	2	0	0
FBgn0031850:chr2L:6708656:-	3	0	0	0	0	0	0	0
FBgn0031850:chr2L:6709080:-	3	0	0	0	0	0	0	0
FBgn0031850:chr2L:6709085:-	3	0	0	0	0	0	0	0
FBgn0031858:chr2L:6774039:+	0	0	0	0	0	0	0	1
FBgn0031895:chr2L:7194412:-	1	0	0	0	0	0	0	0
FBgn0031906:chr2L:7398403:-	1	0	0	0	0	0	0	0
FBgn0031914:chr2L:7437506:+	1	0	0	0	0	0	0	0
FBgn0031934:chr2L:7711020:+	0	2	0	0	0	0	0	0
FBgn0031934:chr2L:7711490:+	0	2	0	0	0	0	0	0
FBgn0031939:chr2L:7732668:-	1	0	0	0	0	0	0	0
FBgn0031952:chr2L:7810697:-	1	0	0	0	0	0	0	0
FBgn0031957:chr2L:7860838:-	4	0	0	0	0	0	0	0
FBgn0032022:chr2L:8329050:+	0	2	0	0	0	0	0	0
FBgn0032048:chr2L:8506845:-	1	0	0	0	0	0	0	0
FBgn0032115:chr2L:9397988:-	1	0	0	0	0	0	0	0
FBgn0032125:chr2L:9542947:+	0	0	0	0	0	2	0	0
FBgn0032127:chr2L:9545811:+	0	0	0	0	1	0	1	0
FBgn0032130:chr2L:9568892:+	1	0	0	0	0	0	0	0
FBgn0032130:chr2L:9570317:+	1	0	0	0	0	0	0	0
FBgn0032170:chr2L:9957287:+	0	0	0	1	0	0	0	0
FBgn0032171:chr2L:9957807:-	0	0	0	1	0	0	0	0
FBgn0032180:chr2L:10087884:-	1	2	0	0	0	0	0	0
FBgn0032187:chr2L:10144850:+	0	0	0	1	0	0	0	0
FBgn0032311:chr2L:10870240:+	0	2	0	0	0	0	0	0
FBgn0032312:chr2L:10888903:-	0	0	0	0	0	0	1	0
FBgn0032341:chr2L:11106638:-	0	0	0	0	0	0	0	1
FBgn0032343:chr2L:11113063:-	0	2	0	0	0	0	0	0
FBgn0032469:chr2L:13060115:-	2	0	0	0	0	0	0	0
FBgn0032482:chr2L:13203768:+	1	0	0	0	0	0	0	0
FBgn0032490:chr2L:13227853:+	0	0	1	0	0	0	0	0
FBgn0032504:chr2L:13310822:-	0	0	0	0	1	0	1	0
FBgn0032593:chr2L:16672741:-	1	0	0	0	0	0	0	0
FBgn0032627:chr2L:17143327:+	2	0	0	0	0	0	0	0
FBgn0032651:chr2L:17589507:+	1	0	0	0	0	0	0	0
FBgn0032673:chr2L:18184630:-	0	0	1	0	0	0	0	0
FBgn0032681:chr2L:18484416:-	0	0	0	1	0	0	0	0
FBgn0032681:chr2L:18484421:-	0	0	0	1	0	0	0	0
FBgn0032681:chr2L:18484438:-	0	0	0	1	0	0	0	0
FBgn0032681:chr2L:18484511:-	0	0	0	1	0	0	0	0
FBgn0032683:chr2L:18503975:-	1	0	0	0	0	0	0	0
FBgn0032689:chr2L:18605021:-	0	2	0	0	0	0	0	0
FBgn0032694:chr2L:18617257:+	1	0	0	0	0	0	0	0
FBgn0032719:chr2L:18845184:+	1	0	0	0	0	0	0	1
FBgn0032741:chr2L:19027712:+	1	0	0	0	0	0	0	0
FBgn0032785:chr2L:19454256:+	0	2	0	0	0	0	0	0
FBgn0032803:chr2L:19538429:+	1	0	0	0	0	0	0	0
FBgn0032820:chr2L:19764134:-	0	0	0	0	0	2	0	0
FBgn0032840:chr2L:20027915:+	1	0	0	0	0	0	0	0
FBgn0032901:chr2L:20890393:-	0	0	0	0	0	2	1	1
FBgn0032910:chr2L:21069891:-	0	2	0	0	0	0	0	0
FBgn0032940:chr2L:21308986:-	0	0	0	0	0	0	0	1
FBgn0032946:chr2L:21381660:+	1	0	0	0	0	0	0	0
FBgn0033033:chr2R:1579200:-	1	0	0	0	0	0	0	0
FBgn0033101:chr2R:2646404:-	0	2	0	0	0	0	0	0
FBgn0033158:chr2R:3198913:+	1	0	0	0	0	0	0	0
FBgn0033192:chr2R:3433167:+	0	0	0	0	1	0	1	0
FBgn0033247:chr2R:3875967:+	0	0	0	0	1	2	1	0
FBgn0033247:chr2R:3876037:+	0	0	0	0	1	2	1	0
FBgn0033247:chr2R:3876172:+	0	0	0	0	1	2	1	0
FBgn0033252:chr2R:3953056:-	2	0	0	0	0	0	0	0
FBgn0033257:chr2R:3979203:+	1	2	0	0	0	0	0	0
FBgn0033277:chr2R:4141761:+	0	0	0	0	0	0	0	1
FBgn0033368:chr2R:4947411:-	1	0	0	0	0	0	0	0
FBgn0033403:chr2R:5239139:-	1	0	0	0	0	0	0	0
FBgn0033504:chr2R:6159407:+	1	0	0	0	0	0	0	0
FBgn0033504:chr2R:6159422:+	1	0	0	0	0	0	0	0
FBgn0033504:chr2R:6163689:+	0	2	0	0	0	0	0	0
FBgn0033504:chr2R:6166251:+	1	0	0	0	0	0	0	0
FBgn0033558:chr2R:6721741:-	0	0	0	0	0	0	1	0
FBgn0033592:chr2R:7127619:-	0	2	0	0	0	0	0	0
FBgn0033597:chr2R:7140903:-	2	0	0	0	0	0	0	0
FBgn0033624:chr2R:7246658:-	0	2	0	0	0	0	0	0
FBgn0033638:chr2R:7520075:-	1	0	0	0	0	0	0	0
FBgn0033645:chr2R:7573937:-	0	0	0	0	0	0	0	1
FBgn0033650:chr2R:7655958:+	1	0	0	0	0	0	0	0
FBgn0033663:chr2R:7778520:-	0	0	0	0	0	0	0	1
FBgn0033679:chr2R:7967046:-	1	0	0	0	0	0	0	1
FBgn0033717:chr2R:8232118:-	0	2	0	0	0	0	0	0
FBgn0033728:chr2R:8289720:+	1	0	0	0	0	0	0	0
FBgn0033738:chr2R:8323334:-	0	0	0	0	0	2	1	0
FBgn0033765:chr2R:8567094:-	1	2	0	0	0	0	0	0
FBgn0033782:chr2R:8816368:+	1	0	0	0	0	0	0	0
FBgn0033784:chr2R:8824032:-	1	0	0	0	0	0	0	0
FBgn0033792:chr2R:9003810:+	0	0	0	0	0	2	0	0
FBgn0033857:chr2R:9461734:-	0	2	0	0	0	0	0	0
FBgn0033911:chr2R:10088226:-	1	0	0	0	0	0	0	0
FBgn0033936:chr2R:10307846:+	1	0	0	0	0	0	0	0
FBgn0033939:chr2R:10346241:+	1	0	0	0	0	0	0	0
FBgn0033942:chr2R:10402713:-	1	0	0	0	0	0	0	0
FBgn0033987:chr2R:10851693:+	2	0	0	0	0	2	0	0
FBgn0034021:chr2R:11370338:-	1	0	0	0	0	0	0	0
FBgn0034030:chr2R:11437485:-	1	0	0	0	0	0	0	0
FBgn0034031:chr2R:11448681:+	1	0	0	0	0	0	0	0
FBgn0034087:chr2R:12074090:+	1	0	0	0	0	0	0	0
FBgn0034091:chr2R:12109301:-	1	0	0	0	0	0	0	0
FBgn0034136:chr2R:12452763:-	1	0	0	0	0	0	0	0
FBgn0034145:chr2R:12499656:+	1	0	0	0	0	0	0	0
FBgn0034157:chr2R:12667410:+	1	0	0	0	0	0	0	0
FBgn0034159:chr2R:12683912:-	0	0	0	1	0	0	0	0
FBgn0034180:chr2R:12903367:-	0	2	0	0	0	0	0	0
FBgn0034180:chr2R:12903391:-	0	2	0	0	0	0	0	0
FBgn0034201:chr2R:13042204:+	1	0	0	0	0	0	0	0
FBgn0034218:chr2R:13328109:+	1	0	0	0	0	0	0	0
FBgn0034224:chr2R:13363566:-	1	0	0	0	0	0	0	0
FBgn0034247:chr2R:13471514:-	1	0	0	0	0	0	0	0
FBgn0034261:chr2R:13571102:+	1	0	0	0	0	0	0	0
FBgn0034267:chr2R:13616470:+	1	0	0	0	0	0	0	0
FBgn0034282:chr2R:13759515:-	1	0	0	0	0	0	0	0
FBgn0034286:chr2R:13895370:-	1	0	0	0	0	0	0	0
FBgn0034300:chr2R:13983266:+	1	0	0	0	0	0	0	0
FBgn0034315:chr2R:14071618:-	1	0	0	0	0	0	0	0
FBgn0034371:chr2R:14540279:-	0	0	1	0	0	0	0	0
FBgn0034374:chr2R:14574280:-	0	2	0	0	0	0	0	0
FBgn0034391:chr2R:14670806:+	1	0	0	0	0	0	0	0
FBgn0034397:chr2R:14718751:+	0	0	0	1	0	0	0	0
FBgn0034412:chr2R:14878540:+	0	2	0	0	0	0	0	0
FBgn0034420:chr2R:15057645:+	0	2	0	0	0	0	0	0
FBgn0034520:chr2R:16444364:+	0	0	0	0	0	0	0	1
FBgn0034611:chr2R:17169805:+	0	0	0	0	0	2	1	0
FBgn0034611:chr2R:17169882:+	0	0	0	0	0	2	1	0
FBgn0034611:chr2R:17169905:+	0	0	0	0	0	2	1	0
FBgn0034644:chr2R:17541144:+	0	0	0	0	0	0	0	1
FBgn0034657:chr2R:17608002:+	1	0	0	0	0	0	0	0
FBgn0034657:chr2R:17608017:+	1	0	0	0	0	0	0	0
FBgn0034657:chr2R:17608262:+	1	0	0	0	0	0	0	0
FBgn0034660:chr2R:17679160:-	0	2	0	0	0	0	0	0
FBgn0034694:chr2R:17990693:+	0	2	0	0	0	0	0	0
FBgn0034717:chr2R:18180964:+	0	2	0	0	0	0	0	0
FBgn0034717:chr2R:18180966:+	0	2	0	0	0	0	0	0
FBgn0034720:chr2R:18242209:-	0	2	0	0	0	0	0	0
FBgn0034763:chr2R:18558257:+	1	0	0	0	0	0	0	0
FBgn0034789:chr2R:18762313:+	1	0	0	0	0	0	0	0
FBgn0034810:chr2R:18901524:-	1	0	0	0	0	0	0	0
FBgn0034822:chr2R:18987896:-	1	0	0	0	0	0	0	0
FBgn0034842:chr2R:19197339:-	0	0	0	0	0	0	0	1
FBgn0034865:chr2R:19359233:-	0	0	0	0	0	0	0	1
FBgn0034878:chr2R:19438978:-	1	0	0	0	0	0	0	0
FBgn0034886:chr2R:19547053:+	1	0	0	0	0	0	0	0
FBgn0034886:chr2R:19547203:+	1	0	0	0	0	0	0	0
FBgn0034886:chr2R:19547228:+	1	0	0	0	0	0	0	0
FBgn0034886:chr2R:19547895:+	1	0	0	0	0	0	0	0
FBgn0034886:chr2R:19554567:+	0	0	1	0	0	0	0	0
FBgn0034886:chr2R:19556630:+	1	0	0	0	0	0	0	0
FBgn0034903:chr2R:19685240:-	2	2	0	0	0	0	0	0
FBgn0035000:chr2R:20265354:+	1	0	0	0	0	2	1	0
FBgn0035001:chr2R:20289907:-	0	0	0	0	0	0	0	1
FBgn0035005:chr2R:20333023:+	0	0	0	0	0	0	0	1
FBgn0035087:chr2R:20850754:-	0	0	0	0	1	2	1	0
FBgn0035091:chr2R:20873478:+	1	0	0	0	0	0	0	0
FBgn0035092:chr2R:20919903:+	0	2	0	0	0	0	0	0
FBgn0035100:chr3L:152589:-	1	0	0	0	0	0	0	0
FBgn0035101:chr3L:152884:+	1	0	0	0	0	0	0	0
FBgn0035106:chr3L:198587:-	2	0	0	0	0	0	0	0
FBgn0035113:chr3L:223069:-	1	0	0	0	0	0	0	0
FBgn0035131:chr3L:332306:-	0	2	0	0	0	0	0	0
FBgn0035157:chr3L:699143:-	1	0	0	0	0	0	0	0
FBgn0035187:chr3L:1193169:-	0	2	0	0	0	0	0	0
FBgn0035202:chr3L:1295742:+	1	0	0	0	0	0	0	0
FBgn0035237:chr3L:1593262:+	1	0	0	0	0	0	0	0
FBgn0035266:chr3L:1738572:+	0	2	0	0	0	0	0	0
FBgn0035266:chr3L:1739162:+	0	2	0	0	0	0	0	0
FBgn0035266:chr3L:1739245:+	0	2	0	0	0	0	0	0
FBgn0035290:chr3L:1910197:-	1	0	0	0	0	0	0	0
FBgn0035308:chr3L:2163860:-	1	0	0	0	0	0	0	0
FBgn0035317:chr3L:2229646:+	0	0	0	1	0	0	0	0
FBgn0035329:chr3L:2282883:+	1	0	0	0	0	0	0	0
FBgn0035329:chr3L:2282997:+	1	0	0	0	0	0	0	0
FBgn0035330:chr3L:2282883:+	1	0	0	0	0	0	0	0
FBgn0035330:chr3L:2282997:+	1	0	0	0	0	0	0	0
FBgn0035357:chr3L:2632277:+	1	0	0	0	0	0	0	0
FBgn0035371:chr3L:2772323:-	1	0	0	0	0	0	0	0
FBgn0035382:chr3L:2961534:+	0	0	0	0	0	0	0	2
FBgn0035397:chr3L:3081630:+	0	0	0	0	0	0	0	1
FBgn0035398:chr3L:3106956:-	2	0	0	0	0	0	0	0
FBgn0035425:chr3L:3239520:-	0	2	0	0	0	0	0	0
FBgn0035428:chr3L:3271038:+	0	2	0	0	0	0	0	0
FBgn0035431:chr3L:3300968:-	1	0	0	0	0	0	0	0
FBgn0035431:chr3L:3301138:-	1	0	0	0	0	0	0	0
FBgn0035431:chr3L:3302416:-	0	2	0	0	0	0	0	0
FBgn0035481:chr3L:3964771:-	1	0	0	0	0	0	0	0
FBgn0035490:chr3L:4046611:+	0	0	0	0	0	2	1	0
FBgn0035498:chr3L:4103567:+	1	0	0	0	0	0	0	0
FBgn0035510:chr3L:4209186:-	1	0	0	0	0	0	0	0
FBgn0035538:chr3L:4380376:-	2	0	0	0	0	0	0	0
FBgn0035540:chr3L:4403500:+	0	2	0	0	0	0	0	0
FBgn0035542:chr3L:4414360:+	1	0	0	0	0	0	0	0
FBgn0035542:chr3L:4414667:+	1	2	0	0	0	0	0	0
FBgn0035547:chr3L:4460313:-	1	0	0	0	0	0	0	0
FBgn0035551:chr3L:4480282:+	2	0	0	0	0	0	0	0
FBgn0035577:chr3L:4833074:-	1	0	0	0	0	0	0	0
FBgn0035584:chr3L:4980769:-	1	0	0	0	0	0	0	0
FBgn0035610:chr3L:5522441:-	0	0	0	0	0	0	0	1
FBgn0035617:chr3L:5576789:+	1	0	0	0	0	0	0	0
FBgn0035649:chr3L:5914398:-	0	2	0	0	0	0	0	0
FBgn0035656:chr3L:5969105:-	1	0	0	0	0	0	0	0
FBgn0035663:chr3L:6030211:+	0	0	0	0	0	2	0	0
FBgn0035715:chr3L:6749619:-	0	2	0	0	0	0	0	0
FBgn0035719:chr3L:6937791:+	2	0	0	0	0	0	0	0
FBgn0035761:chr3L:7316247:-	0	0	0	1	0	0	0	0
FBgn0035761:chr3L:7316509:-	0	0	0	1	0	0	0	0
FBgn0035762:chr3L:7316729:+	0	0	0	1	0	0	0	0
FBgn0035765:chr3L:7328343:-	0	0	0	0	0	0	0	1
FBgn0035770:chr3L:7353363:-	1	0	0	0	0	0	0	0
FBgn0035771:chr3L:7353663:+	1	0	0	0	0	0	0	0
FBgn0035777:chr3L:7384179:+	0	0	0	0	0	2	1	0
FBgn0035788:chr3L:7464710:+	0	0	0	0	0	2	1	0
FBgn0035799:chr3L:7576607:+	1	0	0	0	0	0	0	0
FBgn0035844:chr3L:8144908:-	0	0	0	0	0	0	0	1
FBgn0035845:chr3L:8157552:-	1	0	0	0	0	0	0	0
FBgn0035873:chr3L:8313863:+	0	2	0	0	0	0	0	0
FBgn0035906:chr3L:8516600:-	0	2	0	0	0	0	0	0
FBgn0035917:chr3L:8622654:+	0	0	0	0	0	0	1	0
FBgn0035917:chr3L:8623308:+	0	0	0	0	0	0	1	0
FBgn0035917:chr3L:8623370:+	0	0	0	0	0	0	1	0
FBgn0035956:chr3L:9012340:-	1	0	0	0	0	0	0	0
FBgn0035978:chr3L:9350991:-	1	0	0	0	0	0	0	0
FBgn0035989:chr3L:9412461:-	1	0	0	0	0	0	0	0
FBgn0035989:chr3L:9413032:-	1	0	0	0	0	0	0	0
FBgn0035989:chr3L:9413272:-	1	0	0	0	0	0	0	0
FBgn0035997:chr3L:9449356:-	2	0	0	0	0	0	0	0
FBgn0036013:chr3L:9590954:+	0	0	0	0	0	2	0	0
FBgn0036028:chr3L:9672329:+	0	2	0	0	0	0	0	0
FBgn0036030:chr3L:9688530:-	1	0	0	0	0	2	0	0
FBgn0036043:chr3L:9756652:+	1	0	0	0	0	0	0	0
FBgn0036043:chr3L:9767373:+	1	0	0	0	0	0	0	0
FBgn0036059:chr3L:9892329:+	0	0	0	1	0	0	0	0
FBgn0036078:chr3L:10237806:-	0	0	0	0	0	0	0	1
FBgn0036152:chr3L:11287887:-	4	0	0	0	0	0	0	0
FBgn0036155:chr3L:11357985:-	3	0	0	0	0	0	0	0
FBgn0036165:chr3L:11480660:+	2	0	0	0	0	0	0	0
FBgn0036199:chr3L:11714020:+	0	0	0	1	0	0	0	0
FBgn0036211:chr3L:11813049:-	0	2	0	0	0	0	0	0
FBgn0036259:chr3L:12156835:-	1	0	0	0	0	0	0	0
FBgn0036289:chr3L:12490298:-	0	2	0	0	0	0	0	0
FBgn0036316:chr3L:12836205:-	0	2	0	0	0	0	0	0
FBgn0036317:chr3L:12843214:-	0	2	0	0	0	0	0	0
FBgn0036318:chr3L:12843260:+	0	2	0	0	0	0	0	0
FBgn0036352:chr3L:13377891:+	0	0	0	0	0	0	0	1
FBgn0036360:chr3L:13428329:-	1	0	0	0	0	0	0	0
FBgn0036369:chr3L:13467643:-	1	0	0	0	0	0	0	0
FBgn0036377:chr3L:13512701:-	0	0	0	0	0	0	0	1
FBgn0036421:chr3L:14362807:-	0	0	0	0	0	0	0	1
FBgn0036436:chr3L:14671234:-	1	0	0	0	0	0	0	0
FBgn0036454:chr3L:14798352:+	1	0	0	0	0	0	0	0
FBgn0036478:chr3L:15098984:+	1	0	0	0	0	0	0	0
FBgn0036605:chr3L:16312620:-	1	0	0	0	0	0	0	0
FBgn0036606:chr3L:16312961:+	1	0	0	0	0	0	0	0
FBgn0036612:chr3L:16332099:+	1	0	0	0	0	0	0	0
FBgn0036663:chr3L:16793289:-	1	0	0	0	1	0	1	0
FBgn0036672:chr3L:16884328:+	1	0	0	0	0	0	0	0
FBgn0036673:chr3L:16892567:+	1	0	0	0	0	0	0	0
FBgn0036731:chr3L:17474775:-	0	0	0	0	0	0	0	1
FBgn0036732:chr3L:17480223:+	1	0	0	0	0	0	0	0
FBgn0036741:chr3L:17614926:+	0	2	0	0	0	0	0	0
FBgn0036768:chr3L:17880805:+	0	2	0	0	0	0	0	0
FBgn0036773:chr3L:18099230:-	1	0	0	0	0	0	0	0
FBgn0036781:chr3L:18155615:-	0	0	0	0	0	2	1	0
FBgn0036789:chr3L:18495657:-	1	0	0	0	0	0	0	0
FBgn0036790:chr3L:18553358:+	1	0	0	0	0	0	0	0
FBgn0036824:chr3L:18891390:-	0	0	0	0	0	0	0	1
FBgn0036899:chr3L:19656763:-	1	0	0	0	0	0	0	0
FBgn0037044:chr3L:21020995:+	1	0	0	0	0	0	0	0
FBgn0037061:chr3L:21209924:-	0	2	0	0	0	0	0	0
FBgn0037065:chr3L:21278364:-	0	0	0	0	0	0	0	1
FBgn0037069:chr3L:21293688:+	1	0	0	0	0	0	0	0
FBgn0037131:chr3L:21750257:+	1	0	0	0	0	0	0	0
FBgn0037203:chr3L:22882363:+	0	2	0	0	0	0	0	0
FBgn0037207:chr3L:22938759:+	1	0	0	0	0	0	0	0
FBgn0037207:chr3L:22939095:+	1	0	0	0	0	0	0	0
FBgn0037217:chr3R:41011:-	1	0	0	0	0	0	0	0
FBgn0037217:chr3R:41033:-	1	0	0	0	0	0	0	0
FBgn0037235:chr3R:163482:+	0	2	0	0	0	0	0	0
FBgn0037235:chr3R:163704:+	0	2	0	0	0	0	0	0
FBgn0037236:chr3R:163374:-	0	2	0	0	0	0	0	0
FBgn0037236:chr3R:163408:-	0	2	0	0	0	0	0	0
